% Model,WG_straight_副本.mph,,
% Version,COMSOL 6.2.0.339,,
% Date,"Sep 14 2025, 10:04",,
% Table,,,
% wg_width (um),sample_freq (1/s),neff (m^2),
1.4,1.95E+14,1.4428077953425231-3.5132964637452336E-5i,1.36E-10
1.4,1.95E+14,1.529548621,6.73E-13
1.4,1.96E+14,1.4413420122421379-8.883576960135907E-5i,1.34E-10
1.4,1.96E+14,1.4412477977657905-8.250521764735692E-5i,1.39E-10
1.4,1.96E+14,1.442023367265194-7.314339683083359E-5i,1.34E-10
1.4,1.96E+14,1.4431405187064499-3.5010900780616024E-5i,1.63E-10
1.4,1.96E+14,1.4429191592949517-3.438679227758743E-5i,1.36E-10
1.4,1.96E+14,1.530904533,6.63E-13
1.4,1.97E+14,1.4414640932620506-8.748709805181515E-5i,1.34E-10
1.4,1.97E+14,1.4413731525294067-8.111459972577734E-5i,1.39E-10
1.4,1.97E+14,1.4421386133876373-7.201570124120494E-5i,1.34E-10
1.4,1.97E+14,1.4432459131022874-3.441816734203979E-5i,1.63E-10
1.4,1.97E+14,1.4430295951115748-3.36282041181495E-5i,1.37E-10
1.4,1.97E+14,1.532259819,6.52E-13
1.4,1.98E+14,1.4415845488112544-8.617125560755988E-5i,1.34E-10
1.4,1.98E+14,1.4414967915351908-7.977188137926113E-5i,1.39E-10
1.4,1.98E+14,1.4422523607054913-7.09096408712342E-5i,1.34E-10
1.4,1.98E+14,1.443349906467044-3.3838950813885474E-5i,1.63E-10
1.4,1.98E+14,1.4431392463701704-3.2851271227809764E-5i,1.37E-10
1.4,1.98E+14,1.533614374,6.43E-13
1.4,1.99E+14,1.4417034133633557-8.484801418125622E-5i,1.34E-10
1.4,1.99E+14,1.4416188049383103-7.848879384271019E-5i,1.39E-10
1.4,1.99E+14,1.4423646465614746-6.98238473939504E-5i,1.34E-10
1.4,1.99E+14,1.4434525307990813-3.3272847367898535E-5i,1.63E-10
1.4,1.99E+14,1.4432482929374506-3.2048225527198264E-5i,1.37E-10
1.4,1.99E+14,1.534968094,6.33E-13
1.4,2.00E+14,1.441820739495639-8.357087802728699E-5i,1.34E-10
1.4,2.00E+14,1.4417391293514166-7.715978098894079E-5i,1.39E-10
1.4,2.00E+14,1.4424755091846468-6.875760100260095E-5i,1.34E-10
1.4,2.00E+14,1.44355381721522-3.271946795268104E-5i,1.63E-10
1.4,2.00E+14,1.4433569674548212-3.120865470865414E-5i,1.37E-10
1.4,2.00E+14,1.53632088,6.24E-13
1.4,2.01E+14,1.4419365452549469-8.231603540567536E-5i,1.34E-10
1.4,2.01E+14,1.4418578384007723-7.593987209187475E-5i,1.39E-10
1.4,2.01E+14,1.442584988776391-6.770946981963109E-5i,1.34E-10
1.4,2.01E+14,1.4436537959819793-3.217843763672971E-5i,1.63E-10
1.4,2.01E+14,1.443465581283757-3.0318247412995266E-5i,1.37E-10
1.4,2.01E+14,1.537672634,6.15E-13
1.4,2.02E+14,1.4420508753538692-8.108212176713738E-5i,1.34E-10
1.4,2.02E+14,1.4419749259554642-7.479973674226454E-5i,1.39E-10
1.4,2.02E+14,1.4426931285676192-6.667774337510602E-5i,1.34E-10
1.4,2.02E+14,1.4437524965436859-3.1649394982653255E-5i,1.63E-10
1.4,2.02E+14,1.4435745667882036-2.935679048534819E-5i,1.37E-10
1.4,2.02E+14,1.539023262,6.06E-13
1.4,2.03E+14,1.4421637155086213-7.987653219126712E-5i,1.34E-10
1.4,2.03E+14,1.4420905901617116-7.350002061721023E-5i,1.39E-10
1.4,2.03E+14,1.442799979147561-6.565948066138476E-5i,1.34E-10
1.4,2.03E+14,1.4438499475515296-3.1131990893592816E-5i,1.63E-10
1.4,2.03E+14,1.4436845490238144-2.829486187547814E-5i,1.37E-10
1.4,2.03E+14,1.540372674,5.97E-13
1.4,2.04E+14,1.4422751531723572-7.869723254244959E-5i,1.34E-10
1.4,2.04E+14,1.4422046722112194-7.229839891572085E-5i,1.39E-10
1.4,2.04E+14,1.442905603448403-6.465111501251923E-5i,1.34E-10
1.4,2.04E+14,1.443946176888812-3.06258895199912E-5i,1.63E-10
1.4,2.04E+14,1.4437964729070378-2.708821011218478E-5i,1.36E-10
1.4,2.04E+14,1.541720781,5.89E-13
1.4,2.05E+14,1.4423852049666739-7.753428400503561E-5i,1.34E-10
1.4,2.05E+14,1.4423173074724704-7.114837491307411E-5i,1.39E-10
1.4,2.05E+14,1.4430100905810523-6.364517532944995E-5i,1.34E-10
1.4,2.05E+14,1.4440412116979475-3.013076613387145E-5i,1.63E-10
1.4,2.05E+14,1.4439118406619131-2.5667957533501565E-5i,1.34E-10
1.4,2.05E+14,1.543067498,5.81E-13
1.4,2.06E+14,1.4424938856266856-7.64063642221213E-5i,1.34E-10
1.4,2.06E+14,1.4424284972513124-7.003314289782505E-5i,1.40E-10
1.4,2.06E+14,1.4431135879242492-6.262689606540244E-5i,1.35E-10
1.4,2.06E+14,1.4441350784046587-2.964630735073138E-5i,1.63E-10
1.4,2.06E+14,1.4440331809192466-2.392341634792895E-5i,1.28E-10
1.4,2.06E+14,1.54441274,5.73E-13
1.4,2.07E+14,1.442601229592628-7.52995953610732E-5i,1.34E-10
1.4,2.07E+14,1.442538288849788-6.892333075079145E-5i,1.40E-10
1.4,2.07E+14,1.4432163954401573-6.155925849725435E-5i,1.35E-10
1.4,2.07E+14,1.4442278027418312-2.9172210635186255E-5i,1.63E-10
1.4,2.07E+14,1.4441650300809676-2.1673633042946297E-5i,1.16E-10
1.4,2.07E+14,1.545756429,5.65E-13
1.4,2.08E+14,1.4427072745093938-7.413351344007357E-5i,1.34E-10
1.4,2.08E+14,1.4433193179195432-6.032042622790024E-5i,1.37E-10
1.4,2.08E+14,1.4427967853882642-4.3651700365357695E-5i,2.53E-11
1.4,2.08E+14,1.4443194097689096-2.870818478236431E-5i,1.63E-10
1.4,2.08E+14,1.4443160732881422-1.8633831497594186E-5i,9.19E-11
1.4,2.08E+14,1.547098485,5.58E-13
1.4,2.09E+14,1.4428120232232775-7.312659594035268E-5i,1.34E-10
1.4,2.09E+14,1.4434257121429215-5.824959132840437E-5i,1.43E-10
1.4,2.09E+14,1.4431309837823465-4.245310822157777E-5i,2.37E-11
1.4,2.09E+14,1.4444099239126689-2.8253945759783635E-5i,1.63E-10
1.4,2.09E+14,1.4445036862858616-1.4457912544114264E-5i,5.58E-11
1.4,2.09E+14,1.548438835,5.50E-13
1.4,2.10E+14,1.4429155290939293-7.208574801141344E-5i,1.34E-10
1.4,2.10E+14,1.4434364172528649-5.090046864229993E-5i,6.66E-11
1.4,2.10E+14,1.4435669145376158-4.8503444719073334E-5i,8.62E-11
1.4,2.10E+14,1.444499368948849-2.7809221290136762E-5i,1.63E-10
1.4,2.10E+14,1.4447610273119587-9.204596173897823E-6i,2.53E-11
1.4,2.10E+14,1.549777404,5.43E-13
1.4,2.11E+14,1.4430177929541594-7.107211918314415E-5i,1.34E-10
1.4,2.11E+14,1.4435867585258826-5.829552191444158E-5i,1.45E-10
1.4,2.11E+14,1.4438253809829584-4.055861358631629E-5i,4.40E-11
1.4,2.11E+14,1.4445877680638501-2.737374799277297E-5i,1.63E-10
1.4,2.11E+14,1.4451350721481295-4.324337842775959E-6i,1.10E-11
1.4,2.11E+14,1.551114123,5.36E-13
1.4,2.12E+14,1.443118880400786-7.005125258150482E-5i,1.34E-10
1.4,2.12E+14,1.4436906790004334-5.7919349783493815E-5i,1.38E-10
1.4,2.12E+14,1.4440620341713906-3.935201009151548E-5i,7.12E-11
1.4,2.12E+14,1.4446751438524803-2.6947270438576106E-5i,1.63E-10
1.4,2.12E+14,1.445654134236568-1.5416283118988598E-6i,6.00E-12
1.4,2.12E+14,1.552448923,5.30E-13
1.4,2.13E+14,1.4432187608037408-6.906262653534709E-5i,1.34E-10
1.4,2.13E+14,1.4437880811021828-5.712323509145877E-5i,1.36E-10
1.4,2.13E+14,1.4442447283968438-3.7691707829193955E-5i,1.02E-10
1.4,2.13E+14,1.444761518342408-2.6529541957340543E-5i,1.63E-10
1.4,2.13E+14,1.446305147406858-4.904937615050093E-7i,4.10E-12
1.4,2.13E+14,1.553781739,5.23E-13
1.4,2.14E+14,1.4433175067078883-6.80874779500491E-5i,1.34E-10
1.4,2.14E+14,1.4438829325213411-5.6302208087888735E-5i,1.35E-10
1.4,2.14E+14,1.4443911605230961-3.597252549913025E-5i,1.18E-10
1.4,2.14E+14,1.444846913011498-2.6120323621421047E-5i,1.63E-10
1.4,2.14E+14,1.447059953000625-1.5700883073982665E-7i,3.20E-12
1.4,2.14E+14,1.555112506,5.16E-13
1.4,2.15E+14,1.4434151141485634-6.710536006487661E-5i,1.34E-10
1.4,2.15E+14,1.4439761291075792-5.549399326660761E-5i,1.35E-10
1.4,2.15E+14,1.4445161237434578-3.446312570075258E-5i,1.25E-10
1.4,2.15E+14,1.4449313488056568-2.5719384344880272E-5i,1.63E-10
1.4,2.15E+14,1.4478964436256168-5.266487869087725E-8i,2.68E-12
1.4,2.15E+14,1.556441164,5.10E-13
1.4,2.16E+14,1.4435116210179098-6.61962562571219E-5i,1.34E-10
1.4,2.16E+14,1.4440679907709624-5.470347333332418E-5i,1.34E-10
1.4,2.16E+14,1.4446280841215366-3.318719715343048E-5i,1.28E-10
1.4,2.16E+14,1.4450148461559729-2.5326500181410407E-5i,1.63E-10
1.4,2.16E+14,1.4488000306392532-1.8577366263621024E-8i,2.33E-12
1.4,2.16E+14,1.557767653,5.04E-13
1.4,2.17E+14,1.4436070315887042-6.5284518805286E-5i,1.34E-10
1.4,2.17E+14,1.4441586671803373-5.393108262879218E-5i,1.34E-10
1.4,2.17E+14,1.4447316776945025-3.210370958693453E-5i,1.30E-10
1.4,2.17E+14,1.4450974249952362-2.494145423814458E-5i,1.63E-10
1.4,2.17E+14,1.4497608690428556-6.842265351757367E-9i,2.08E-12
1.4,2.17E+14,1.559091916,4.98E-13
1.4,2.18E+14,1.4437013794328704-6.440982501624664E-5i,1.34E-10
1.4,2.18E+14,1.4442482432002732-5.3175301479513485E-5i,1.34E-10
1.4,2.18E+14,1.4448295302974183-3.1168275897616795E-5i,1.30E-10
1.4,2.18E+14,1.4451791047734066-2.4564036522796527E-5i,1.63E-10
1.4,2.18E+14,1.4507718852266995-2.6091432594626647E-9i,1.90E-12
1.4,2.18E+14,1.560413897,4.92E-13
1.4,2.19E+14,1.4437946970938544-6.351574369094515E-5i,1.34E-10
1.4,2.19E+14,1.4443367739727058-5.243444740081164E-5i,1.34E-10
1.4,2.19E+14,1.4449232066471298-3.0345713354864984E-5i,1.31E-10
1.4,2.19E+14,1.4452599044735552-2.4194043168674438E-5i,1.63E-10
1.4,2.19E+14,1.4518276917417074-1.0227738139688692E-9i,1.74E-12
1.4,2.19E+14,1.561733544,4.86E-13
1.4,2.20E+14,1.443886982352404-6.263235241192114E-5i,1.34E-10
1.4,2.20E+14,1.4444243012274514-5.1709231168294416E-5i,1.34E-10
1.4,2.20E+14,1.445013687487179-2.9610107109150653E-5i,1.31E-10
1.4,2.20E+14,1.4453398426261588-2.3831276781397788E-5i,1.63E-10
1.4,2.20E+14,1.4529239924997956-4.0988542798428666E-10i,1.62E-12
1.4,2.20E+14,1.563050805,4.81E-13
1.5,1.70E+14,1.4374576342110685-1.3677409889632162E-4i,1.35E-10
1.5,1.70E+14,1.4372315027474973-1.330452651513335E-4i,1.36E-10
1.5,1.70E+14,1.4383645580667628-1.1270098025670492E-4i,1.34E-10
1.5,1.70E+14,1.4397831768420986-5.673461081913628E-5i,1.63E-10
1.5,1.70E+14,1.439516146411092-5.549651769123754E-5i,1.35E-10
1.5,1.70E+14,1.5004160194915228-4.8688584149002465E-15i,1.06E-12
1.5,1.71E+14,1.437638003301607-1.34348096423477E-4i,1.34E-10
1.5,1.71E+14,1.4374196653747284-1.3039298713986178E-4i,1.36E-10
1.5,1.71E+14,1.4385342856350083-1.1070870327048148E-4i,1.34E-10
1.5,1.71E+14,1.4399397424757407-5.5591999455281655E-5i,1.63E-10
1.5,1.71E+14,1.4396735846429116-5.4441796547668356E-5i,1.35E-10
1.5,1.71E+14,1.5017630137603415-3.1998562118183443E-15i,1.04E-12
1.5,1.72E+14,1.4378153926564923-1.319886818356002E-4i,1.34E-10
1.5,1.72E+14,1.4376045555083425-1.2781484632561817E-4i,1.36E-10
1.5,1.72E+14,1.4387012243851047-1.0876314420047735E-4i,1.34E-10
1.5,1.72E+14,1.4400936439660625-5.448107350552586E-5i,1.63E-10
1.5,1.72E+14,1.4398285243898215-5.34076829172017E-5i,1.35E-10
1.5,1.72E+14,1.503112013066317-2.0030578053712555E-15i,1.02E-12
1.5,1.73E+14,1.4379898783738934-1.2969112980707064E-4i,1.34E-10
1.5,1.73E+14,1.437786285203841-1.2529824674745264E-4i,1.37E-10
1.5,1.73E+14,1.4388654436425814-1.0686277991765538E-4i,1.34E-10
1.5,1.73E+14,1.4402449520009408-5.340068322499414E-5i,1.63E-10
1.5,1.73E+14,1.4399810355050584-5.239317114492353E-5i,1.35E-10
1.5,1.73E+14,1.5044628445783268-1.2713098822737399E-15i,9.97E-13
1.5,1.74E+14,1.438161536151763-1.2744656048723952E-4i,1.34E-10
1.5,1.74E+14,1.437964915878817-1.2286146661999255E-4i,1.37E-10
1.5,1.74E+14,1.4390270106077196-1.0500619794893761E-4i,1.34E-10
1.5,1.74E+14,1.4403937349103704-5.2349729858265116E-5i,1.63E-10
1.5,1.74E+14,1.4401311867632505-5.13972351383215E-5i,1.35E-10
1.5,1.74E+14,1.505815339199939-7.620092157551955E-16i,9.77E-13
1.5,1.75E+14,1.4383304253128204-1.2525002020599016E-4i,1.34E-10
1.5,1.75E+14,1.4381404872750794-1.2049285075819573E-4i,1.37E-10
1.5,1.75E+14,1.4391859904161772-1.0319235299122548E-4i,1.34E-10
1.5,1.75E+14,1.4405400587649526-5.1327164053091524E-5i,1.63E-10
1.5,1.75E+14,1.440279046093843-5.041881794249789E-5i,1.35E-10
1.5,1.75E+14,1.5071693315790722-4.054782849397722E-16i,9.58E-13
1.5,1.76E+14,1.4384966217632802-1.2310207587180183E-4i,1.34E-10
1.5,1.76E+14,1.4383131001866507-1.1815281162806726E-4i,1.37E-10
1.5,1.76E+14,1.4393424464024778-1.0142003125535602E-4i,1.34E-10
1.5,1.76E+14,1.4406839874695927-5.0331981925051167E-5i,1.63E-10
1.5,1.76E+14,1.440424680830255-4.945682494651779E-5i,1.35E-10
1.5,1.76E+14,1.5085246601100852-2.8623291256961854E-16i,9.39E-13
1.5,1.77E+14,1.4386601758950768-1.2100173624575676E-4i,1.34E-10
1.5,1.77E+14,1.4384828597710249-1.1590650890066656E-4i,1.37E-10
1.5,1.77E+14,1.439496439983206-9.968767787157766E-5i,1.34E-10
1.5,1.77E+14,1.4408255828508234-4.9363223925821883E-5i,1.63E-10
1.5,1.77E+14,1.440568158018068-4.8510106520437735E-5i,1.35E-10
1.5,1.77E+14,1.509881167,9.21E-13
1.5,1.78E+14,1.438821164702545-1.1896791146634576E-4i,1.34E-10
1.5,1.78E+14,1.4386499434520006-1.1369015665780095E-4i,1.37E-10
1.5,1.78E+14,1.4396480307529047-9.799438532846899E-5i,1.34E-10
1.5,1.78E+14,1.440964904743347-4.841997209728156E-5i,1.63E-10
1.5,1.78E+14,1.44070954477137-4.7577444198595795E-5i,1.36E-10
1.5,1.78E+14,1.511238697901701-1.6888580856831127E-16i,9.04E-13
1.5,1.79E+14,1.4389796742585987-1.1694563236832697E-4i,1.34E-10
1.5,1.79E+14,1.438814150453465-1.1155653243383575E-4i,1.37E-10
1.5,1.79E+14,1.4397972767690697-9.633894095712088E-5i,1.34E-10
1.5,1.79E+14,1.4411020110662158-4.750134746809115E-5i,1.63E-10
1.5,1.79E+14,1.4408489086983494-4.665752922508665E-5i,1.36E-10
1.5,1.79E+14,1.512597103,8.87E-13
1.5,1.80E+14,1.4391357118644688-1.14983453803245E-4i,1.34E-10
1.5,1.80E+14,1.4389757519948014-1.0949048863186123E-4i,1.37E-10
1.5,1.80E+14,1.439944234432962-9.472027496095596E-5i,1.34E-10
1.5,1.80E+14,1.4412369579050817-4.66065086432253E-5i,1.63E-10
1.5,1.80E+14,1.4409863184256513-4.574893783605069E-5i,1.36E-10
1.5,1.80E+14,1.513956234,8.71E-13
1.5,1.81E+14,1.4392893593600113-1.130670335635497E-4i,1.34E-10
1.5,1.81E+14,1.4391347945146096-1.0743963863955369E-4i,1.38E-10
1.5,1.81E+14,1.4400889583462282-9.313731731761314E-5i,1.34E-10
1.5,1.81E+14,1.4413697995797614-4.573464970494688E-5i,1.63E-10
1.5,1.81E+14,1.4411218442477638-4.485010107692027E-5i,1.36E-10
1.5,1.81E+14,1.51531595,8.55E-13
1.5,1.82E+14,1.439440672112978-1.1118781560507843E-4i,1.34E-10
1.5,1.82E+14,1.4392913029590702-1.0547498844977398E-4i,1.38E-10
1.5,1.82E+14,1.4402315021595713-9.158897960069454E-5i,1.34E-10
1.5,1.82E+14,1.4415005887153074-4.488499828724667E-5i,1.63E-10
1.5,1.82E+14,1.4412555589470268-4.395926163055644E-5i,1.36E-10
1.5,1.82E+14,1.51667611,8.40E-13
1.5,1.83E+14,1.4395897080347846-1.0934286741138648E-4i,1.34E-10
1.5,1.83E+14,1.4394453683114035-1.0358698297912286E-4i,1.38E-10
1.5,1.83E+14,1.440371917462606-9.007431853691618E-5i,1.34E-10
1.5,1.83E+14,1.4416293763080195-4.4056813944144547E-5i,1.63E-10
1.5,1.83E+14,1.441387538844985-4.3074424418571564E-5i,1.36E-10
1.5,1.83E+14,1.518036579,8.25E-13
1.5,1.84E+14,1.4397365109700164-1.0756646765565825E-4i,1.34E-10
1.5,1.84E+14,1.4395970696042375-1.0168455782188879E-4i,1.38E-10
1.5,1.84E+14,1.4405102549750053-8.859228738644539E-5i,1.34E-10
1.5,1.84E+14,1.4417562117884772-4.324938707299958E-5i,1.63E-10
1.5,1.84E+14,1.4415178651686087-4.2193282765486286E-5i,1.36E-10
1.5,1.84E+14,1.519397224,8.11E-13
1.5,1.85E+14,1.439881144352704-1.0581474572383914E-4i,1.34E-10
1.5,1.85E+14,1.4397464120559718-9.985990313976358E-5i,1.38E-10
1.5,1.85E+14,1.4406465642640909-8.714188044001573E-5i,1.34E-10
1.5,1.85E+14,1.4418811430806875-4.246203620951654E-5i,1.63E-10
1.5,1.85E+14,1.4416466258660596-4.131313055344397E-5i,1.36E-10
1.5,1.85E+14,1.520757917,7.97E-13
1.5,1.86E+14,1.4400236524850751-1.041034356152201E-4i,1.34E-10
1.5,1.86E+14,1.4398934641307204-9.808919549104718E-5i,1.38E-10
1.5,1.86E+14,1.440780893562397-8.572210370400594E-5i,1.34E-10
1.5,1.86E+14,1.4420042166600628-4.1694107969979546E-5i,1.63E-10
1.5,1.86E+14,1.441773918043614-4.043073493082282E-5i,1.36E-10
1.5,1.86E+14,1.522118532,7.84E-13
1.5,1.87E+14,1.4401640944022205-1.0242315912622328E-4i,1.34E-10
1.5,1.87E+14,1.4400382671811625-9.634446234565162E-5i,1.38E-10
1.5,1.87E+14,1.4409132902554265-8.433205146522071E-5i,1.34E-10
1.5,1.87E+14,1.4421254776075876-4.0944975001033163E-5i,1.63E-10
1.5,1.87E+14,1.4418998513098853-3.954216588317538E-5i,1.36E-10
1.5,1.87E+14,1.523478948,7.71E-13
1.5,1.88E+14,1.4403024862325886-1.0078220254507217E-4i,1.34E-10
1.5,1.88E+14,1.4401809457455417-9.463044218975308E-5i,1.38E-10
1.5,1.88E+14,1.441043800859108-8.297050039558304E-5i,1.34E-10
1.5,1.88E+14,1.4422449696623905-4.021403454651103E-5i,1.63E-10
1.5,1.88E+14,1.4420245524475914-3.864255836893623E-5i,1.37E-10
1.5,1.88E+14,1.524839046,7.58E-13
1.5,1.89E+14,1.4404389291036932-9.916967046606797E-5i,1.34E-10
1.5,1.89E+14,1.4403214804695823-9.296668224207257E-5i,1.38E-10
1.5,1.89E+14,1.4411724714442586-8.163690567424413E-5i,1.34E-10
1.5,1.89E+14,1.4423627352713373-3.9500708060757214E-5i,1.63E-10
1.5,1.89E+14,1.4421481720740823-3.772576986450921E-5i,1.37E-10
1.5,1.89E+14,1.52619871,7.46E-13
1.5,1.90E+14,1.4405734320141808-9.759053211741101E-5i,1.34E-10
1.5,1.90E+14,1.440459926218212-9.137483866896813E-5i,1.38E-10
1.5,1.90E+14,1.4412993476006835-8.032964534380137E-5i,1.34E-10
1.5,1.90E+14,1.4424788156363033-3.8804438752355915E-5i,1.63E-10
1.5,1.90E+14,1.4422708943593776-3.6783889992124184E-5i,1.37E-10
1.5,1.90E+14,1.527557829,7.34E-13
1.5,1.91E+14,1.4407060190133663-9.605889726066409E-5i,1.34E-10
1.5,1.91E+14,1.4405964119592656-8.97932003465512E-5i,1.39E-10
1.5,1.91E+14,1.4414244758620758-7.90478338950186E-5i,1.34E-10
1.5,1.91E+14,1.4425932507602521-3.812469239641716E-5i,1.63E-10
1.5,1.91E+14,1.4423929515509901-3.580651088969255E-5i,1.37E-10
1.5,1.91E+14,1.528916295,7.23E-13
1.5,1.92E+14,1.440836774564585-9.454253728763917E-5i,1.34E-10
1.5,1.92E+14,1.4407308108250128-8.823661873586888E-5i,1.39E-10
1.5,1.92E+14,1.4415479028387859-7.778973638891547E-5i,1.34E-10
1.5,1.92E+14,1.4427060794910576-3.746095398323034E-5i,1.63E-10
1.5,1.92E+14,1.4425146463114729-3.477961456123717E-5i,1.37E-10
1.5,1.92E+14,1.530274001,7.12E-13
1.5,1.93E+14,1.440965704465154-9.307303860674083E-5i,1.34E-10
1.5,1.93E+14,1.4408633952844452-8.674973679013063E-5i,1.39E-10
1.5,1.93E+14,1.4416696778336615-7.655385150827486E-5i,1.34E-10
1.5,1.93E+14,1.4428173395620423-3.681272916016068E-5i,1.63E-10
1.5,1.93E+14,1.4426363871442531-3.3683853579553044E-5i,1.37E-10
1.5,1.93E+14,1.531630846057481+2.1038689435136866E-16i,7.01E-13
1.5,1.94E+14,1.4410928543699475-9.163528497560548E-5i,1.34E-10
1.5,1.94E+14,1.4409941011108256-8.524776903040205E-5i,1.39E-10
1.5,1.94E+14,1.4417898549956547-7.533776918098419E-5i,1.34E-10
1.5,1.94E+14,1.4429270676334915-3.6179541562486574E-5i,1.63E-10
1.5,1.94E+14,1.4427587466045797-3.249178951085166E-5i,1.37E-10
1.5,1.94E+14,1.53298673,6.90E-13
1.5,1.95E+14,1.441218281647084-9.021663603796231E-5i,1.34E-10
1.5,1.95E+14,1.4411229421142981-8.381549112278787E-5i,1.39E-10
1.5,1.95E+14,1.4419084966224616-7.413810702507054E-5i,1.34E-10
1.5,1.95E+14,1.4430352993297884-3.5560932632822E-5i,1.63E-10
1.5,1.95E+14,1.4428825607999534-3.116337268375491E-5i,1.36E-10
1.5,1.95E+14,1.534341556,6.80E-13
1.5,1.96E+14,1.441342008200596-8.881690765041419E-5i,1.34E-10
1.5,1.96E+14,1.4412499952109565-8.23876780650417E-5i,1.39E-10
1.5,1.96E+14,1.4420256823994968-7.294918030970085E-5i,1.34E-10
1.5,1.96E+14,1.4431420692763604-3.495646079290876E-5i,1.63E-10
1.5,1.96E+14,1.4430091072627704-2.9638354415633834E-5i,1.34E-10
1.5,1.96E+14,1.535695231,6.70E-13
1.5,1.97E+14,1.441464088871022-8.747828336726291E-5i,1.34E-10
1.5,1.97E+14,1.4413752539274753-8.103764704492162E-5i,1.39E-10
1.5,1.97E+14,1.442141528171817-7.176061364833574E-5i,1.34E-10
1.5,1.97E+14,1.4432474111347564-3.436570114938913E-5i,1.63E-10
1.5,1.97E+14,1.4431404388751068-2.7823470817212234E-5i,1.31E-10
1.5,1.97E+14,1.537047665,6.60E-13
1.5,1.98E+14,1.441584533332349-8.615294300943676E-5i,1.34E-10
1.5,1.98E+14,1.4414988097690271-7.969300177294186E-5i,1.39E-10
1.5,1.98E+14,1.4422562356578712-7.054936697092882E-5i,1.35E-10
1.5,1.98E+14,1.4433513576366255-3.378824327699343E-5i,1.63E-10
1.5,1.98E+14,1.443280043349195-2.5571539098205245E-5i,1.22E-10
1.5,1.98E+14,1.538398769,6.51E-13
1.5,1.99E+14,1.4417034073539685-8.48406672365037E-5i,1.34E-10
1.5,1.99E+14,1.442370249303639-6.925272517326206E-5i,1.36E-10
1.5,1.99E+14,1.4417002059271753-5.159664459520131E-5i,2.97E-11
1.5,1.99E+14,1.44345394061491-3.322369222451522E-5i,1.63E-10
1.5,1.99E+14,1.443434202770883-2.2653368838408053E-5i,1.05E-10
1.5,1.99E+14,1.53974846,6.42E-13
1.5,2.00E+14,1.4418207384926496-8.357902794954815E-5i,1.34E-10
1.5,2.00E+14,1.442484929468605-6.762881593245165E-5i,1.38E-10
1.5,2.00E+14,1.4420406656196052-4.8674755999406735E-5i,2.53E-11
1.5,2.00E+14,1.4435551910411428-3.2671668404549997E-5i,1.63E-10
1.5,2.00E+14,1.443614812336467-1.8753961379100726E-5i,7.57E-11
1.5,2.00E+14,1.541096653,6.33E-13
1.5,2.01E+14,1.4419365623314873-8.232241122854482E-5i,1.34E-10
1.5,2.01E+14,1.4426076147375309-6.391578721491995E-5i,1.48E-10
1.5,2.01E+14,1.4423925596925091-4.973978989462123E-5i,2.93E-11
1.5,2.01E+14,1.4436551390404988-3.213180136795849E-5i,1.63E-10
1.5,2.01E+14,1.443844519239447-1.3658068788975059E-5i,4.16E-11
1.5,2.01E+14,1.542443271,6.24E-13
1.5,2.02E+14,1.4420508679895905-8.109513649822526E-5i,1.34E-10
1.5,2.02E+14,1.4426541073543853-6.365887101636944E-5i,1.42E-10
1.5,2.02E+14,1.4428082448654331-4.89866380213741E-5i,4.95E-11
1.5,2.02E+14,1.4437538139374044-3.160373818715564E-5i,1.63E-10
1.5,2.02E+14,1.4441611530325484-7.966870064448244E-6i,1.90E-11
1.5,2.02E+14,1.543788235,6.15E-13
1.5,2.03E+14,1.4421637003312116-7.991908683027701E-5i,1.34E-10
1.5,2.03E+14,1.442784426249076-6.583997554840033E-5i,1.41E-10
1.5,2.03E+14,1.4430879873604796-4.569998671103417E-5i,5.37E-11
1.5,2.03E+14,1.4438512442736-3.1087136072039516E-5i,1.63E-10
1.5,2.03E+14,1.4446055111905505-3.5108084232263247E-6i,9.29E-12
1.5,2.03E+14,1.545131471,6.07E-13
1.5,2.04E+14,1.4422751653312373-7.870096114651629E-5i,1.34E-10
1.5,2.04E+14,1.4428950952957782-6.505965653880024E-5i,1.37E-10
1.5,2.04E+14,1.4433203001300734-4.418835401788087E-5i,8.30E-11
1.5,2.04E+14,1.443947457836717-3.0581664655506743E-5i,1.63E-10
1.5,2.04E+14,1.445189634869698-1.2630446099001505E-6i,5.66E-12
1.5,2.04E+14,1.546472907,5.99E-13
1.5,2.05E+14,1.442385204276143-7.75559189460413E-5i,1.34E-10
1.5,2.05E+14,1.4430013043305245-6.410584411812636E-5i,1.35E-10
1.5,2.05E+14,1.4435041008328453-4.225268862634172E-5i,1.08E-10
1.5,2.05E+14,1.4440424816857171-3.008700433384894E-5i,1.63E-10
1.5,2.05E+14,1.4458942255594254-4.255920972997606E-7i,4.11E-12
1.5,2.05E+14,1.547812474,5.91E-13
1.5,2.06E+14,1.4424938953224706-7.640361633292638E-5i,1.34E-10
1.5,2.06E+14,1.4431051957077192-6.314965530103574E-5i,1.35E-10
1.5,2.06E+14,1.4436562637682597-4.036867041494645E-5i,1.21E-10
1.5,2.06E+14,1.4441363421755467-2.9602846212326203E-5i,1.63E-10
1.5,2.06E+14,1.4466943188157064-1.4569084283087282E-7i,3.30E-12
1.5,2.06E+14,1.549150103,5.84E-13
1.5,2.07E+14,1.4426012264227313-7.529585603162576E-5i,1.34E-10
1.5,2.07E+14,1.4432073724667105-6.221172930777826E-5i,1.34E-10
