% Model,WG_straight_副本.mph,,
% Version,COMSOL 6.2.0.339,,
% Date,"Sep 14 2025, 10:04",,
% Table,,,
% wg_width (um),sample_freq (1/s),neff (m^2),
1.8,2.02E+14,1.4648535048655007-8.960970545183701E-13i,1.37E-12
1.8,2.02E+14,1.554748784,6.59E-13
1.8,2.03E+14,1.442163747765435-7.985532571831435E-5i,1.34E-10
1.8,2.03E+14,1.4427976631034187-6.582877902551102E-5i,1.34E-10
1.8,2.03E+14,1.443520489244311-3.6391506012157974E-5i,1.32E-10
1.8,2.03E+14,1.4438566409226903-3.08877443858578E-5i,1.63E-10
1.8,2.03E+14,1.466309220393226-4.362351822346415E-13i,1.32E-12
1.8,2.03E+14,1.556063912,6.51E-13
1.8,2.04E+14,1.4422751943727223-7.866973626038792E-5i,1.34E-10
1.8,2.04E+14,1.4429029034195242-6.48543361555251E-5i,1.34E-10
1.8,2.04E+14,1.4436209507444804-3.574732274375716E-5i,1.32E-10
1.8,2.04E+14,1.4439530922405854-3.0374566312243943E-5i,1.63E-10
1.8,2.04E+14,1.467780190225595-2.1304163151750178E-13i,1.28E-12
1.8,2.04E+14,1.55737641,6.43E-13
1.8,2.05E+14,1.4423852414096316-7.751433148744936E-5i,1.34E-10
1.8,2.05E+14,1.4430068387261221-6.389920546121025E-5i,1.34E-10
1.8,2.05E+14,1.4437199713458626-3.5125328729170905E-5i,1.32E-10
1.8,2.05E+14,1.4440483767420027-2.9871491532571704E-5i,1.63E-10
1.8,2.05E+14,1.4692653215725664-1.0457362303449684E-13i,1.24E-12
1.8,2.05E+14,1.558686239,6.35E-13
1.8,2.06E+14,1.442493924216082-7.637766353152964E-5i,1.34E-10
1.8,2.06E+14,1.443109496979586-6.296285907906601E-5i,1.34E-10
1.8,2.06E+14,1.4438176071582487-3.4523819796721604E-5i,1.32E-10
1.8,2.06E+14,1.444142521711335-2.937818925024808E-5i,1.63E-10
1.8,2.06E+14,1.4707635904173837-5.1567228323687516E-14i,1.20E-12
1.8,2.06E+14,1.5599933648868451+4.716552176109957E-16i,6.28E-13
1.8,2.07E+14,1.4426012681421454-7.52717280122636E-5i,1.34E-10
1.8,2.07E+14,1.4432109052299937-6.204490580630131E-5i,1.34E-10
1.8,2.07E+14,1.4439139088572015-3.3941315922823525E-5i,1.32E-10
1.8,2.07E+14,1.4442355538843155-2.8894335154666794E-5i,1.63E-10
1.8,2.07E+14,1.4722740351522223-2.5426873034134535E-14i,1.17E-12
1.8,2.07E+14,1.561297754,6.21E-13
1.8,2.08E+14,1.442707307016042-7.418135048139334E-5i,1.34E-10
1.8,2.08E+14,1.4433110901248365-6.114471587340493E-5i,1.34E-10
1.8,2.08E+14,1.4440089225997108-3.3376525362507784E-5i,1.32E-10
1.8,2.08E+14,1.44432749948408-2.8419610007711566E-5i,1.63E-10
1.8,2.08E+14,1.473795751098875-1.251734710166511E-14i,1.13E-12
1.8,2.08E+14,1.562599374,6.14E-13
1.8,2.09E+14,1.4428120475031754-7.30981468682758E-5i,1.34E-10
1.8,2.09E+14,1.443410077326959-6.0261857663976383E-5i,1.34E-10
1.8,2.09E+14,1.4441026907453354-3.282831056745307E-5i,1.32E-10
1.8,2.09E+14,1.4444183842584195-2.795369958027907E-5i,1.63E-10
1.8,2.09E+14,1.4753278857527041-6.195306905153785E-15i,1.10E-12
1.8,2.09E+14,1.563898194,6.07E-13
1.8,2.10E+14,1.4429155689476525-7.205798083668207E-5i,1.34E-10
1.8,2.10E+14,1.4435078918020576-5.9396028381227366E-5i,1.34E-10
1.8,2.10E+14,1.4441952524208082-3.229566098714111E-5i,1.32E-10
1.8,2.10E+14,1.4445082335187505-2.749629300328549E-5i,1.63E-10
1.8,2.10E+14,1.4768696346235282-3.1257328563934635E-15i,1.07E-12
1.8,2.10E+14,1.565194184,6.00E-13
1.8,2.11E+14,1.4430178453450708-7.102658131458869E-5i,1.34E-10
1.8,2.11E+14,1.4436045579029135-5.85467462469146E-5i,1.34E-10
1.8,2.11E+14,1.4442866440029842-3.177768106212876E-5i,1.32E-10
1.8,2.11E+14,1.44459707218099-2.7047082524927593E-5i,1.63E-10
1.8,2.11E+14,1.4784202375733688-1.4703069904205825E-15i,1.05E-12
1.8,2.11E+14,1.566487316,5.94E-13
1.8,2.12E+14,1.4431189184999955-7.00216327626655E-5i,1.34E-10
1.8,2.12E+14,1.4437000996699227-5.7713573592466447E-5i,1.34E-10
1.8,2.12E+14,1.4443768994742223-3.1273565764410225E-5i,1.32E-10
1.8,2.12E+14,1.444684924809317-2.660576214090656E-5i,1.63E-10
1.8,2.12E+14,1.4799789755712158-7.845855341427334E-16i,1.02E-12
1.8,2.12E+14,1.567777563,5.87E-13
1.8,2.13E+14,1.4432188112024762-6.903884696238956E-5i,1.34E-10
1.8,2.13E+14,1.4437945399803374-5.689633132297802E-5i,1.34E-10
1.8,2.13E+14,1.4444660507372975-3.078259130342936E-5i,1.32E-10
1.8,2.13E+14,1.4447718156633105-2.6172026412847156E-5i,1.63E-10
1.8,2.13E+14,1.4815451678005274-3.828808508772495E-16i,9.97E-13
1.8,2.13E+14,1.569064899,5.81E-13
1.8,2.14E+14,1.4433175468011135-6.80562064280755E-5i,1.34E-10
1.8,2.14E+14,1.443887901747709-5.60944453127232E-5i,1.34E-10
1.8,2.14E+14,1.4445541278683234-3.030410323562005E-5i,1.32E-10
1.8,2.14E+14,1.4448577687489204-2.5745569320824193E-5i,1.63E-10
1.8,2.14E+14,1.483118169067093-1.7169341451420322E-16i,9.74E-13
1.8,2.14E+14,1.5703493,5.75E-13
1.8,2.15E+14,1.4434151599357916-6.71050811008241E-5i,1.34E-10
1.8,2.15E+14,1.4439802070018029-5.5307543431349885E-5i,1.34E-10
1.8,2.15E+14,1.4446411593248196-2.9837503227067082E-5i,1.32E-10
1.8,2.15E+14,1.4449428078748217-2.5326082934614967E-5i,1.63E-10
1.8,2.15E+14,1.484697367464495-1.712379007484563E-16i,9.53E-13
1.8,2.15E+14,1.571630742,5.69E-13
1.8,2.16E+14,1.443511665482108-6.618208202434837E-5i,1.34E-10
1.8,2.16E+14,1.4440714771650716-5.45353322547912E-5i,1.34E-10
1.8,2.16E+14,1.444727172124701-2.938224845582329E-5i,1.32E-10
1.8,2.16E+14,1.4450269567143086-2.4913255778817614E-5i,1.63E-10
1.8,2.16E+14,1.486282182,9.32E-13
1.8,2.16E+14,1.572909203,5.63E-13
1.8,2.17E+14,1.443607074216836-6.52522286236062E-5i,1.34E-10
1.8,2.17E+14,1.4441617333122878-5.377750644229255E-5i,1.34E-10
1.8,2.17E+14,1.4448121919924817-2.8937840212714712E-5i,1.32E-10
1.8,2.17E+14,1.4451102388755266-2.450677116054389E-5i,1.63E-10
1.8,2.17E+14,1.487872062,9.12E-13
1.8,2.17E+14,1.574184661,5.57E-13
1.8,2.18E+14,1.4437014223651077-6.435440917274793E-5i,1.34E-10
1.8,2.18E+14,1.4442509959488536-5.3033610584475184E-5i,1.34E-10
1.8,2.18E+14,1.4448962434850048-2.850381800264942E-5i,1.32E-10
1.8,2.18E+14,1.4451926779806583-2.4106305162223794E-5i,1.63E-10
1.8,2.18E+14,1.489466483,8.93E-13
1.8,2.18E+14,1.575457097,5.51E-13
1.8,2.19E+14,1.4437947296879987-6.34571949296957E-5i,1.34E-10
1.8,2.19E+14,1.4443392850253916-5.230339454542748E-5i,1.34E-10
1.8,2.19E+14,1.444979350101003-2.8079758566380225E-5i,1.32E-10
1.8,2.19E+14,1.4452742977564352-2.37115241886856E-5i,1.63E-10
1.8,2.19E+14,1.491064946,8.75E-13
1.8,2.19E+14,1.57672649,5.46E-13
1.8,2.20E+14,1.4438870105442205-6.260064102425222E-5i,1.34E-10
1.8,2.20E+14,1.4444266202416496-5.1586595492019245E-5i,1.34E-10
1.8,2.20E+14,1.4450615343708189-2.76652674470488E-5i,1.32E-10
1.8,2.20E+14,1.445355122139174-2.3322082555593253E-5i,1.63E-10
1.8,2.20E+14,1.492666979,8.58E-13
1.8,2.20E+14,1.577992824,5.40E-13
1.9,1.70E+14,1.4374576995187867-1.3673027204674987E-4i,1.35E-10
1.9,1.70E+14,1.437247985734477-1.3204924564927213E-4i,1.37E-10
1.9,1.70E+14,1.438369186334316-1.122701615102921E-4i,1.35E-10
1.9,1.70E+14,1.4397942846046572-5.6296257854356354E-5i,1.63E-10
1.9,1.70E+14,1.4397320502158841-4.262608392180365E-5i,1.31E-10
1.9,1.70E+14,1.5145937839727055-1.9852978425099014E-16i,1.07E-12
1.9,1.71E+14,1.437638061489282-1.3431561662271253E-4i,1.34E-10
1.9,1.71E+14,1.4374351545266342-1.2943558985775662E-4i,1.37E-10
1.9,1.71E+14,1.438539648736619-1.1018987905426995E-4i,1.35E-10
1.9,1.71E+14,1.4399502282535552-5.517965021927474E-5i,1.63E-10
1.9,1.71E+14,1.4399277230021812-3.9482226698185607E-5i,1.25E-10
1.9,1.71E+14,1.515961896,1.05E-12
1.9,1.72E+14,1.4378154521690787-1.319601043175983E-4i,1.34E-10
1.9,1.72E+14,1.4387077240950292-1.0809627930499067E-4i,1.35E-10
1.9,1.72E+14,1.437727272194616-8.41600941469629E-5i,3.93E-11
1.9,1.72E+14,1.4401035552107084-5.4092598725937125E-5i,1.63E-10
1.9,1.72E+14,1.4401345420098668-3.5723767454685383E-5i,1.13E-10
1.9,1.72E+14,1.517329129,1.04E-12
1.9,1.73E+14,1.4379899495581627-1.296465450013298E-4i,1.34E-10
1.9,1.73E+14,1.4388739054884359-1.0590800954139242E-4i,1.36E-10
1.9,1.73E+14,1.4381266722161554-7.919494779851811E-5i,3.39E-11
1.9,1.73E+14,1.440254333995094-5.303406731682799E-5i,1.63E-10
1.9,1.73E+14,1.4403600469634763-3.11257527514435E-5i,9.47E-11
1.9,1.73E+14,1.518695388,1.02E-12
1.9,1.74E+14,1.4381616169386164-1.2736647667645234E-4i,1.34E-10
1.9,1.74E+14,1.439039574973922-1.0332438389343225E-4i,1.39E-10
1.9,1.74E+14,1.4385459150805069-7.616470892898085E-5i,3.17E-11
1.9,1.74E+14,1.440402630934032-5.200306559331532E-5i,1.63E-10
1.9,1.74E+14,1.4406168714492509-2.5476518958995834E-5i,6.87E-11
1.9,1.74E+14,1.520060579,1.00E-12
1.9,1.75E+14,1.4383304830314374-1.251845683807196E-4i,1.34E-10
1.9,1.75E+14,1.439211404069738-9.834428704380091E-5i,1.50E-10
1.9,1.75E+14,1.4389647317239007-7.739445325365974E-5i,3.78E-11
1.9,1.75E+14,1.4405485102455635-5.09986427689484E-5i,1.63E-10
1.9,1.75E+14,1.4409254921367975-1.8822284264264197E-5i,4.21E-11
1.9,1.75E+14,1.521424612,9.85E-13
1.9,1.76E+14,1.4384966839857196-1.2305476226175664E-4i,1.34E-10
1.9,1.76E+14,1.439296093407795-9.511262156162297E-5i,1.45E-10
1.9,1.76E+14,1.4394520185649864-7.821317889898865E-5i,6.98E-11
1.9,1.76E+14,1.440692034125966-5.0019887096479956E-5i,1.63E-10
1.9,1.76E+14,1.4413147552976693-1.1933460638906948E-5i,2.32E-11
1.9,1.76E+14,1.522787399,9.69E-13
1.9,1.77E+14,1.4386602551061187-1.209578232769894E-4i,1.34E-10
1.9,1.77E+14,1.4394810428769418-9.940673633056247E-5i,1.43E-10
1.9,1.77E+14,1.4397930941067834-7.143514947827166E-5i,5.88E-11
1.9,1.77E+14,1.4408332628305187-4.9065923838630804E-5i,1.63E-10
1.9,1.77E+14,1.441813528769469-6.302675334758013E-6i,1.31E-11
1.9,1.77E+14,1.524148857,9.53E-13
1.9,1.78E+14,1.4388212275653551-1.1891879190160216E-4i,1.34E-10
1.9,1.78E+14,1.4396393966848628-9.814757515066175E-5i,1.37E-10
1.9,1.78E+14,1.440100958580195-6.915090436718849E-5i,7.98E-11
1.9,1.78E+14,1.4409722547515849-4.813591335862629E-5i,1.63E-10
1.9,1.78E+14,1.4424346918606554-2.8560520025790006E-6i,8.42E-12
1.9,1.78E+14,1.525508903,9.38E-13
1.9,1.79E+14,1.438979742611774-1.1691300270517506E-4i,1.34E-10
1.9,1.79E+14,1.4397913900499126-9.653299055499942E-5i,1.36E-10
1.9,1.79E+14,1.4403603541961056-6.64144378803372E-5i,1.02E-10
1.9,1.79E+14,1.4411090664927746-4.722904931854044E-5i,1.63E-10
1.9,1.79E+14,1.4431704505730332-1.1917750592793888E-6i,6.11E-12
1.9,1.79E+14,1.526867459,9.24E-13
1.9,1.80E+14,1.4391357502921882-1.1493864799769243E-4i,1.34E-10
1.9,1.80E+14,1.4399398048974414-9.490303865646478E-5i,1.35E-10
1.9,1.80E+14,1.4405818508535415-6.353204414931977E-5i,1.16E-10
1.9,1.80E+14,1.4412437529401105-4.63445568094128E-5i,1.63E-10
1.9,1.80E+14,1.444003598912459-4.866450366048465E-7i,4.85E-12
1.9,1.80E+14,1.528224446,9.09E-13
1.9,1.81E+14,1.4392894028064624-1.1303240830101097E-4i,1.34E-10
1.9,1.81E+14,1.4400854158078398-9.330205206420941E-5i,1.35E-10
1.9,1.81E+14,1.440776873384901-6.083410591512952E-5i,1.23E-10
1.9,1.81E+14,1.441376367330118-4.548169096682023E-5i,1.63E-10
1.9,1.81E+14,1.444917684531905-2.0085707586679964E-7i,4.08E-12
1.9,1.81E+14,1.529579792,8.96E-13
1.9,1.82E+14,1.439440718890512-1.1116329848041522E-4i,1.34E-10
1.9,1.82E+14,1.4402285440308458-9.173749283074012E-5i,1.34E-10
1.9,1.82E+14,1.4409536366166051-5.842600897807975E-5i,1.27E-10
1.9,1.82E+14,1.4415069613151061-4.463973530644109E-5i,1.63E-10
1.9,1.82E+14,1.4458999285900374-8.480357091220742E-8i,3.55E-12
1.9,1.82E+14,1.530933425,8.82E-13
1.9,1.83E+14,1.4395897434931684-1.0933376518667549E-4i,1.34E-10
1.9,1.83E+14,1.4403693631487586-9.020980167643326E-5i,1.34E-10
1.9,1.83E+14,1.4411174802938707-5.630237705421186E-5i,1.28E-10
1.9,1.83E+14,1.4416355850258222-4.381800030730844E-5i,1.63E-10
1.9,1.83E+14,1.4469408023743917-3.669532291558005E-8i,3.17E-12
1.9,1.83E+14,1.532285276,8.69E-13
1.9,1.84E+14,1.4397365259773494-1.0753649951266201E-4i,1.34E-10
1.9,1.84E+14,1.440507986515584-8.871791894085249E-5i,1.34E-10
1.9,1.84E+14,1.4412718248643819-5.442382002040585E-5i,1.29E-10
1.9,1.84E+14,1.441762287131603-4.30158220257346E-5i,1.63E-10
1.9,1.84E+14,1.4480330749837056-1.6239335095652643E-8i,2.87E-12
1.9,1.84E+14,1.533635277,8.56E-13
1.9,1.85E+14,1.4398811797622184-1.0578228417214157E-4i,1.34E-10
1.9,1.85E+14,1.4406444988346396-8.726047231679382E-5i,1.34E-10
1.9,1.85E+14,1.4414188983141905-5.2747385523871204E-5i,1.30E-10
1.9,1.85E+14,1.4418871148982653-4.223256068836341E-5i,1.63E-10
1.9,1.85E+14,1.449171074900589-7.326453824595487E-9i,2.64E-12
1.9,1.85E+14,1.534983365,8.44E-13
1.9,1.86E+14,1.4400236800510098-1.0406240202695102E-4i,1.34E-10
1.9,1.86E+14,1.4407789693068425-8.583623957072798E-5i,1.34E-10
1.9,1.86E+14,1.4415601926019161-5.123578380138177E-5i,1.30E-10
1.9,1.86E+14,1.4420101142439257-4.146759962387232E-5i,1.63E-10
1.9,1.86E+14,1.450350205296729-3.35904683723021E-9i,2.45E-12
1.9,1.86E+14,1.536329477,8.32E-13
1.9,1.87E+14,1.4401641487850076-1.023887536060523E-4i,1.34E-10
1.9,1.87E+14,1.4409114579958433-8.444400590605451E-5i,1.34E-10
1.9,1.87E+14,1.4416967377128005-4.985895302368299E-5i,1.30E-10
1.9,1.87E+14,1.442131329792695-4.0720343856419775E-5i,1.63E-10
1.9,1.87E+14,1.4515666344003288-1.5608271506840397E-9i,2.29E-12
1.9,1.87E+14,1.537673553,8.20E-13
1.9,1.88E+14,1.4403025598206691-1.0074210112967039E-4i,1.34E-10
1.9,1.88E+14,1.4410420190022777-8.308264346027823E-5i,1.34E-10
1.9,1.88E+14,1.4418292663916672-4.859326319886725E-5i,1.30E-10
1.9,1.88E+14,1.4422508049266831-3.999021906051532E-5i,1.63E-10
1.9,1.88E+14,1.4528170944935577-7.334110800623416E-10i,2.15E-12
1.9,1.88E+14,1.539015536,8.09E-13
1.9,1.89E+14,1.4404389837820764-9.914673197364664E-5i,1.34E-10
1.9,1.89E+14,1.4411707022977978-8.175114116670408E-5i,1.34E-10
1.9,1.89E+14,1.4419583149498423-4.742025243933547E-5i,1.31E-10
1.9,1.89E+14,1.4423685818363325-3.927667038535519E-5i,1.63E-10
1.9,1.89E+14,1.454098747475382-3.4787998301360825E-10i,2.03E-12
1.9,1.89E+14,1.540355369,7.98E-13
1.9,1.90E+14,1.4405734694863879-9.757288915009954E-5i,1.34E-10
1.9,1.90E+14,1.4412975547869868-8.044856262437753E-5i,1.34E-10
1.9,1.90E+14,1.442084286443992-4.632545005693335E-5i,1.31E-10
1.9,1.90E+14,1.4424847015692883-3.8579161368063E-5i,1.63E-10
1.9,1.90E+14,1.4554090919632416-1.6634015860195041E-10i,1.93E-12
1.9,1.90E+14,1.541692998,7.87E-13
1.9,1.91E+14,1.4407060649247712-9.602312401309278E-5i,1.34E-10
1.9,1.91E+14,1.4414226209248482-7.917403089481215E-5i,1.34E-10
1.9,1.91E+14,1.4422074912774996-4.52974292532501E-5i,1.31E-10
1.9,1.91E+14,1.442599204077825-3.789717295002996E-5i,1.63E-10
1.9,1.91E+14,1.4567458970631837-8.008919906156066E-11i,1.83E-12
1.9,1.91E+14,1.543028372,7.76E-13
1.9,1.92E+14,1.4408367913798916-9.451451513033627E-5i,1.34E-10
1.9,1.92E+14,1.4415459431601005-7.792672623634092E-5i,1.34E-10
1.9,1.92E+14,1.4423281739441416-4.432708245913262E-5i,1.31E-10
1.9,1.92E+14,1.442712128265245-3.72302024104108E-5i,1.63E-10
1.9,1.92E+14,1.4581071537943193-3.8795011400632903E-11i,1.75E-12
1.9,1.92E+14,1.544361441,7.66E-13
1.9,1.93E+14,1.4409657174672483-9.303935192753539E-5i,1.34E-10
1.9,1.93E+14,1.4416675622907764-7.670582083434481E-5i,1.34E-10
1.9,1.93E+14,1.4424465310547305-4.340707592705646E-5i,1.31E-10
1.9,1.93E+14,1.4428235120311694-3.65777623818796E-5i,1.63E-10
1.9,1.93E+14,1.459491038550601-1.889300245064015E-11i,1.68E-12
1.9,1.93E+14,1.545692157,7.56E-13
1.9,1.94E+14,1.4410928787190773-9.159820328569806E-5i,1.34E-10
1.9,1.94E+14,1.4417875175748454-7.551058157007418E-5i,1.34E-10
1.9,1.94E+14,1.442562723756075-4.253144404536899E-5i,1.31E-10
1.9,1.94E+14,1.4429333923161738-3.593937987959744E-5i,1.63E-10
1.9,1.94E+14,1.4608958849971174-9.244657796025768E-12i,1.61E-12
1.9,1.94E+14,1.547020474,7.46E-13
1.9,1.95E+14,1.441218282550342-9.019994579532802E-5i,1.34E-10
1.9,1.95E+14,1.4419058469361423-7.434032553608596E-5i,1.34E-10
1.9,1.95E+14,1.4426768864544874-4.169528365228061E-5i,1.31E-10
1.9,1.95E+14,1.4430418051456424-3.531459533347909E-5i,1.63E-10
1.9,1.95E+14,1.462320162023922-4.542824599754076E-12i,1.55E-12
1.9,1.95E+14,1.548346346,7.37E-13
1.9,1.96E+14,1.441342035729945-8.881391835150631E-5i,1.34E-10
1.9,1.96E+14,1.4420225870727246-7.319433976718072E-5i,1.34E-10
1.9,1.96E+14,1.4427891330592308-4.089452597071781E-5i,1.31E-10
1.9,1.96E+14,1.443148785673257-3.47029616181001E-5i,1.63E-10
1.9,1.96E+14,1.4637624561474676-2.2411221066129056E-12i,1.49E-12
1.9,1.96E+14,1.549669732,7.28E-13
1.9,1.97E+14,1.4414641173511162-8.745553899574389E-5i,1.34E-10
1.9,1.97E+14,1.4421377735501852-7.207198114975929E-5i,1.34E-10
1.9,1.97E+14,1.4428995615251474-4.012576134090184E-5i,1.31E-10
1.9,1.97E+14,1.4432543682244399-3.4104043109860805E-5i,1.63E-10
1.9,1.97E+14,1.4652214572428637-1.1095758400843655E-12i,1.44E-12
1.9,1.97E+14,1.550990591,7.18E-13
1.9,1.98E+14,1.4415845998040309-8.610726445185367E-5i,1.34E-10
1.9,1.98E+14,1.4422514408618197-7.097261757076136E-5i,1.34E-10
1.9,1.98E+14,1.4430082572104677-3.938610782690059E-5i,1.31E-10
1.9,1.98E+14,1.4433585863396643-3.351741472512921E-5i,1.63E-10
1.9,1.98E+14,1.466695946815123-5.510315179110711E-13i,1.39E-12
1.9,1.98E+14,1.552308882,7.10E-13
1.9,1.99E+14,1.4417034575658154-8.481858666804958E-5i,1.34E-10
1.9,1.99E+14,1.442363622512311-6.989563868619107E-5i,1.34E-10
1.9,1.99E+14,1.443115295393557-3.8673108314208E-5i,1.32E-10
1.9,1.99E+14,1.4434614728183126-3.294266095205589E-5i,1.63E-10
1.9,1.99E+14,1.468184788236757-2.745040123183954E-13i,1.35E-12
1.9,1.99E+14,1.553624568,7.01E-13
1.9,2.00E+14,1.4418207825332492-8.353852537085115E-5i,1.34E-10
1.9,2.00E+14,1.442474351025438-6.884046867038534E-5i,1.34E-10
1.9,2.00E+14,1.4432207431853332-3.798465103153397E-5i,1.32E-10
1.9,2.00E+14,1.4435630597631195-3.237937477768702E-5i,1.63E-10
1.9,2.00E+14,1.4696869185303698-1.371100150265948E-13i,1.31E-12
1.9,2.00E+14,1.554937614,6.93E-13
1.9,2.01E+14,1.4419365889792641-8.231658876448305E-5i,1.34E-10
1.9,2.01E+14,1.4425836580534679-6.780655465048898E-5i,1.34E-10
1.9,2.01E+14,1.4433246609995447-3.731890711623365E-5i,1.32E-10
1.9,2.01E+14,1.4436633786256419-3.182715671522154E-5i,1.63E-10
1.9,2.01E+14,1.471201341380784-6.86018589358742E-14i,1.27E-12
1.9,2.01E+14,1.556247982,6.84E-13
1.9,2.02E+14,1.4420509022055352-8.106774554858698E-5i,1.34E-10
1.9,2.02E+14,1.4426915743688034-6.679332557164386E-5i,1.34E-10
1.9,2.02E+14,1.4434271036975856-3.667428138953291E-5i,1.32E-10
1.9,2.02E+14,1.4437624602532635-3.1285613688663766E-5i,1.63E-10
1.9,2.02E+14,1.4727271211376618-3.435139082146705E-14i,1.23E-12
1.9,2.02E+14,1.557555642,6.76E-13
1.9,2.03E+14,1.442163768459663-7.986653823527648E-5i,1.34E-10
1.9,2.03E+14,1.4427981299221637-6.580026831123331E-5i,1.34E-10
1.9,2.03E+14,1.443528121487061-3.60493730466248E-5i,1.32E-10
1.9,2.03E+14,1.4438603349381613-3.075435785799811E-5i,1.63E-10
1.9,2.03E+14,1.4742633776242946-1.7374690509425178E-14i,1.20E-12
1.9,2.03E+14,1.558860559,6.68E-13
1.9,2.04E+14,1.4422751818350228-7.872457885979842E-5i,1.34E-10
1.9,2.04E+14,1.4429033538530505-6.482687424064024E-5i,1.34E-10
1.9,2.04E+14,1.4436277606372647-3.544294391487767E-5i,1.32E-10
1.9,2.04E+14,1.44395703246878-3.0233005434144562E-5i,1.63E-10
1.9,2.04E+14,1.4758092816094304-8.831574785754763E-15i,1.17E-12
1.9,2.04E+14,1.560162705,6.61E-13
1.9,2.05E+14,1.442385220087938-7.755909575250921E-5i,1.34E-10
1.9,2.05E+14,1.4430072745688234-6.387265596864457E-5i,1.34E-10
1.9,2.05E+14,1.4437260640525644-3.48538935886281E-5i,1.32E-10
1.9,2.05E+14,1.4440525821846009-2.972117531964309E-5i,1.63E-10
1.9,2.05E+14,1.477364050829257-4.451158827301009E-15i,1.14E-12
1.9,2.05E+14,1.561462048,6.53E-13
1.9,2.06E+14,1.4424939038958682-7.640710762490255E-5i,1.34E-10
1.9,2.06E+14,1.443109919689599-6.29371330848441E-5i,1.34E-10
1.9,2.06E+14,1.4438230717353433-3.428123766669748E-5i,1.32E-10
1.9,2.06E+14,1.444147013034984-2.9218487655226337E-5i,1.63E-10
1.9,2.06E+14,1.478926946469821-2.311340167728224E-15i,1.11E-12
1.9,2.06E+14,1.562758562,6.46E-13
1.9,2.07E+14,1.4426012427256583-7.529913202725397E-5i,1.34E-10
1.9,2.07E+14,1.443211316163478-6.201984294750587E-5i,1.34E-10
1.9,2.07E+14,1.4439188211653582-3.3724091558337285E-5i,1.32E-10
1.9,2.07E+14,1.444240353643066-2.8724562230762904E-5i,1.63E-10
1.9,2.07E+14,1.4804972700378458-1.1320199598630417E-15i,1.08E-12
1.9,2.07E+14,1.56405222,6.39E-13
1.9,2.08E+14,1.4427072970933184-7.420338599855137E-5i,1.34E-10
1.9,2.08E+14,1.443311490236352-6.112033353467031E-5i,1.34E-10
1.9,2.08E+14,1.444013347610872-3.31816561251011E-5i,1.32E-10
1.9,2.08E+14,1.4443326323760006-2.82390166983596E-5i,1.63E-10
1.9,2.08E+14,1.4820743605616364-5.611485791216326E-16i,1.06E-12
1.9,2.08E+14,1.565342996,6.31E-13
1.9,2.09E+14,1.442812059509589-7.313248061918341E-5i,1.34E-10
1.9,2.09E+14,1.4434104674931054-6.023817984454928E-5i,1.34E-10
1.9,2.09E+14,1.4441066843870514-3.265320590858435E-5i,1.32E-10
1.9,2.09E+14,1.4444238774229443-2.776146455867456E-5i,1.63E-10
1.9,2.09E+14,1.4836575920743826-2.3199365454556024E-16i,1.03E-12
1.9,2.09E+14,1.566630864,6.25E-13
1.9,2.10E+14,1.442915550650601-7.212819455868666E-5i,1.34E-10
1.9,2.10E+14,1.4435082728728232-5.9372955911406664E-5i,1.34E-10
1.9,2.10E+14,1.4441988630718319-3.213807957253077E-5i,1.32E-10
1.9,2.10E+14,1.4445141168827444-2.7291512876448495E-5i,1.63E-10
1.9,2.10E+14,1.485246371,1.01E-12
1.9,2.10E+14,1.567915804,6.18E-13
1.9,2.11E+14,1.4430178326271925-7.10772209064574E-5i,1.34E-10
1.9,2.11E+14,1.4436049306970176-5.852425779753312E-5i,1.34E-10
1.9,2.11E+14,1.444289913687777-3.163567198796364E-5i,1.32E-10
1.9,2.11E+14,1.44460337886347-2.6828759658564617E-5i,1.63E-10
1.9,2.11E+14,1.486840136,9.87E-13
1.9,2.11E+14,1.569197791,6.11E-13
1.9,2.12E+14,1.4431188514896864-7.007434128197564E-5i,1.34E-10
1.9,2.12E+14,1.4437004646826912-5.769168659455369E-5i,1.34E-10
1.9,2.12E+14,1.444379864855413-3.114542654347306E-5i,1.32E-10
1.9,2.12E+14,1.4446916915967662-2.6372790789533127E-5i,1.63E-10
1.9,2.12E+14,1.488438352,9.67E-13
1.9,2.12E+14,1.570476804,6.05E-13
1.9,2.13E+14,1.44321878444586-6.902044124869081E-5i,1.34E-10
1.9,2.13E+14,1.4437948979624073-5.687485659060187E-5i,1.34E-10
1.9,2.13E+14,1.4444687439250525-3.06668305570152E-5i,1.32E-10
1.9,2.13E+14,1.4447790835705472-2.5923176480505542E-5i,1.63E-10
1.9,2.13E+14,1.490040512,9.47E-13
1.9,2.13E+14,1.571752825,5.98E-13
1.9,2.14E+14,1.4433175064907882-6.804521606344634E-5i,1.34E-10
1.9,2.14E+14,1.4438882531065778-5.607339756877704E-5i,1.34E-10
1.9,2.14E+14,1.4445565770890227-3.0199408753268158E-5i,1.32E-10
1.9,2.14E+14,1.4448655836846291-2.5479467050910924E-5i,1.63E-10
1.9,2.14E+14,1.491646136,9.28E-13
1.9,2.14E+14,1.573025833,5.92E-13
1.9,2.15E+14,1.443415139291101-6.713941624320938E-5i,1.34E-10
1.9,2.15E+14,1.4439805521342084-5.5286944931427896E-5i,1.34E-10
1.9,2.15E+14,1.4446433894793285-2.9742720393701927E-5i,1.32E-10
